"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6FJ3KHKD","journalArticle","2012","Lacroix, R.; Kermouche, G.; Teisseire, J.; Barthel, E.","Plastic deformation and residual stresses in amorphous silica pillars under uniaxial loading","Acta Materialia","","1359-6454","10.1016/j.actamat.2012.07.016","http://www.sciencedirect.com/science/article/pii/S1359645412004648","We have carried out uniaxial compression of micron-scale amorphous silica pillars. We have measured load–displacement curves and observed the morphology of the pillars after unloading, providing strong evidence for large plastic deformations. Minor cracking is also observed, with a well-defined pattern. We find that the van Mises stress in compression is comparable to the intrinsic tensile strength of silica. Precise analysis of the deformation of the pillars has been carried out by finite element modeling (FEM) using the constitutive equation determined previously (G. Kermouche et al., Acta Materialia, 56 (2008) 3222), which quantitatively takes into account densification, shear flow and strain hardening. The residual stress distribution we predict by FEM matches the observed crack pattern well. Finally the calculated stress fields in pillar compression and cone indentation are compared. We propose an interpretation of the contrasts in terms of confinement.","2012-09","2014-03-10 14:59:58","2014-03-10 14:59:58","2014-03-10 14:59:58","5555-5566","","15","60","","Acta Materialia","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\p46946\Zotero\storage\J3JSIPEZ\Lacroix et al. - 2012 - Plastic deformation and residual stresses in amorp.html; false","http://www.sciencedirect.com/science/article/pii/S1359645412004648/pdfft?md5=54302788914ef4e52ca9bdc1bb7dce07&pid=1-s2.0-S1359645412004648-main.pdf","","Nanoindentation; Amorphous silica; Finite element analysis; Micropillars; Yield surface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"494U6ZX9","journalArticle","2006","Perriot, A.; Vandembroucq, D.; Barthel, E.; Martinez, V.; Grosvalet, L.; Martinet, Ch.; Champagnon, B.","Raman Microspectroscopic Characterization of Amorphous Silica Plastic Behavior","Journal of the American Ceramic Society","","1551-2916","10.1111/j.1551-2916.2005.00747.x","http://onlinelibrary.wiley.com/doi/10.1111/j.1551-2916.2005.00747.x/abstract","Raman microspectroscopy was used to characterize amorphous silica plastic behavior. Using a correlation between Raman spectrum and density, a map of the local residual indentation-induced densification was obtained. The existence of a densification-induced hardening was also evidenced through a diamond–anvil cell experiment. Such observations are not accounted for by the previously proposed hardening-free pressure-dependent yield criterion based on indentation curves. These results open the way toward a more accurate description of a constitutive law for amorphous silica.","2006","2014-03-10 14:57:19","2014-03-10 14:57:19","2014-03-10 14:57:19","596–601","","2","89","","","","","","","","","","en","","","","","Wiley Online Library","","","","C:\Users\p46946\Zotero\storage\RAS8Z5XB\Perriot et al. - 2006 - Raman Microspectroscopic Characterization of Amorp.html; false","http://onlinelibrary.wiley.com/store/10.1111/j.1551-2916.2005.00747.x/asset/j.1551-2916.2005.00747.x.pdf?v=1&t=hslvixdf&s=29afb2f99b82e53a675b9c8f53a9a87e1ce751ce","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE3FE6HC","book","2006","Loiseau, A.; Launois, P.; Petit, P.; Roche, S.; Salvetat, J. -P.","Understanding Carbon Nanotubes - From Basics to Applications","","978-3-540-26922-9","","","http://www.springer.com/materials/book/978-3-540-26922-9","This volume presents the foundations of carbon nanotube science including the most recent developments and the prospects for technological applications. Each chapter begins with a tutorial introduction to the relevant ...","2006","2014-01-15 09:28:17","2014-03-05 10:13:22","2014-01-15 09:28:17","","","","","","","","","","","","Springer","","","","","","","www.springer.com","","","","C:\Users\p46946\Zotero\storage\8HNEHX6J\978-3-540-26922-9.html","","","Characterization and Evaluation of Materials; Condensed Matter Physics; Understanding Carbon Nanotubes - From Basics to Applications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6I59IVWV","journalArticle","2010","Dresselhaus, Mildred S.; Jorio, Ado; Hofmann, Mario; Dresselhaus, Gene; Saito, Riichiro","Perspectives on Carbon Nanotubes and Graphene Raman Spectroscopy","Nano Letters","","1530-6984","10.1021/nl904286r","http://dx.doi.org/10.1021/nl904286r","Raman spectroscopy is here shown to provide a powerful tool to differentiate between two different sp2 carbon nanostructures (carbon nanotubes and graphene) which have many properties in common and others that differ. Emphasis is given to the richness of both carbon nanostructures as prototype examples of nanostructured materials. A glimpse toward future developments in this field is presented.","2010-03-10","2014-02-24 10:25:04","2014-02-24 10:25:04","2014-02-24 10:25:04","751-758","","3","10","","Nano Lett.","","","","","","","","","","","","","ACS Publications","","","","C:\Users\p46946\Zotero\storage\K5CA57K7\nl904286r.html; C:\Users\p46946\Zotero\storage\HRFQJQIT\Dresselhaus et al. - 2010 - Perspectives on Carbon Nanotubes and Graphene Rama.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4D5HHFMT","journalArticle","2000","Milnera, M.","Periodic Resonance Excitation and Intertube Interaction from Quasicontinuous Distributed Helicities in Single-Wall Carbon Nanotubes","Physical Review Letters","","","10.1103/PhysRevLett.84.1324","","","2000","2014-02-24 09:44:34","2014-02-24 09:44:34","","1324-1327","","6","84","","Phys. Rev. Lett.","","","","","","","","","","","","","","","","","C:\Users\p46946\Zotero\storage\WCV6BQC2\PhysRevLett.84.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MWAE359I","patent","2013","Cambedouzou, Julien; Grandjean, Agnès; Kaper, Helena; Nicolle, Jimmy","Procédé de fonctionnalisation de nanotubes de carbone par un ou plusieurs composés organiques","","","","","","","2013-02-18","2014-02-19 15:57:39","2014-02-19 16:01:26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FR13/51360","","","","","","","","","","France","","","","","","","","","","","","","","","","",""
"3J3532PI","journalArticle","2002","Dai, Hongjie","Carbon Nanotubes:  Synthesis, Integration, and Properties","Accounts of Chemical Research","","0001-4842","10.1021/ar0101640","http://dx.doi.org/10.1021/ar0101640","Synthesis of carbon nanotubes by chemical vapor deposition over patterned catalyst arrays leads to nanotubes grown from specific sites on surfaces. The growth directions of the nanotubes can be controlled by van der Waals self-assembly forces and applied electric fields. The patterned growth approach is feasible with discrete catalytic nanoparticles and scalable on large wafers for massive arrays of novel nanowires. Controlled synthesis of nanotubes opens up exciting opportunities in nanoscience and nanotechnology, including electrical, mechanical, and electromechanical properties and devices, chemical functionalization, surface chemistry and photochemistry, molecular sensors, and interfacing with soft biological systems.","2002-12-01","2014-02-19 07:59:56","2014-02-19 07:59:56","2014-02-19 07:59:56","1035-1044","","12","35","","Acc. Chem. Res.","Carbon Nanotubes","","","","","","","","","","","","ACS Publications","","","","false; false","http://pubs.acs.org/doi/full/10.1021/ar0101640; http://pubs.acs.org/doi/pdfplus/10.1021/ar0101640","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UR2DK4NP","journalArticle","2006","Moniruzzaman, Mohammad; Winey, Karen I.","Polymer Nanocomposites Containing Carbon Nanotubes","Macromolecules","","0024-9297","10.1021/ma060733p","http://dx.doi.org/10.1021/ma060733p","We review the present state of polymer nanocomposites research in which the fillers are single-wall or multiwall carbon nanotubes. By way of background we provide a brief synopsis about carbon nanotube materials and their suspensions. We summarize and critique various nanotube/polymer composite fabrication methods including solution mixing, melt mixing, and in situ polymerization with a particular emphasis on evaluating the dispersion state of the nanotubes. We discuss mechanical, electrical, rheological, thermal, and flammability properties separately and how these physical properties depend on the size, aspect ratio, loading, dispersion state, and alignment of nanotubes within polymer nanocomposites. Finally, we summarize the current challenges to and opportunities for efficiently translating the extraordinary properties of carbon nanotubes to polymer matrices in hopes of facilitating progress in this emerging area.","2006-08-01","2014-02-17 13:13:56","2014-02-17 13:13:56","2014-02-17 13:13:56","5194-5205","","16","39","","Macromolecules","","","","","","","","","","","","","ACS Publications","","","","C:\Users\p46946\Zotero\storage\9NDX8GDN\ma060733p.html; C:\Users\p46946\Zotero\storage\W6825BDF\Moniruzzaman et Winey - 2006 - Polymer Nanocomposites Containing Carbon Nanotubes.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UNKSK2A","journalArticle","1994","Stephens, P. J.; Devlin, F. J.; Chabalowski, C. F.; Frisch, M. J.","Ab Initio Calculation of Vibrational Absorption and Circular Dichroism Spectra Using Density Functional Force Fields","The Journal of Physical Chemistry","","0022-3654","10.1021/j100096a001","http://dx.doi.org/10.1021/j100096a001","","1994-11-01","2014-02-10 13:48:11","2014-02-10 13:48:11","2014-02-10 13:48:11","11623-11627","","45","98","","J. Phys. Chem.","","","","","","","","","","","","","ACS Publications","","","","C:\Users\p46946\Zotero\storage\2JF5XX75\Stephens et al. - 1994 - Ab Initio Calculation of Vibrational Absorption an.pdf; C:\Users\p46946\Zotero\storage\6SBM65RT\j100096a001.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGZUGWBP","journalArticle","1980","Vosko, S. H.; Wilk, L.; Nusair, M.","Accurate spin-dependent electron liquid correlation energies for local spin density calculations: a critical analysis","Canadian Journal of Physics","","0008-4204","10.1139/p80-159","http://www.nrcresearchpress.com/doi/abs/10.1139/p80-159","We assess various approximate forms for the correlation energy per particle of the spin-polarized homogeneous electron gas that have frequently been used in applications of the local spin density approximation to the exchange-correlation energy functional. By accurately recalculating the RPA correlation energy as a function of electron density and spin polarization we demonstrate the inadequacies of the usual approximation for interpolating between the para- and ferro-magnetic states and present an accurate new interpolation formula. A Padé approximant technique is used to accurately interpolate the recent Monte Carlo results (para and ferro) of Ceperley and Alder into the important range of densities for atoms, molecules, and metals. These results can be combined with the RPA spin-dependence so as to produce a correlation energy for a spin-polarized homogeneous electron gas with an estimated maximum error of 1 mRy and thus should reliably determine the magnitude of non-local corrections to the local spin..., Nous évaluons différentes formes de l'énergie de corrélation par particule dans un gaz homogène d'électrons avec polarisation du spin qui ont été utilisées dans des applications de l'approximation densité locale de spin à la fonctionnelle de l'énergie de corrélation et d'échange. En recalculant de façon précise l'énergie de corrélation RPA en fonction de la densité électronique et de la polarisation du spin nous montrons les insuffisances de l'approximation usuelle pour l'interpolation entre les états para- et ferromagnétiques et nous présentons une nouvelle formule précise d'interpolation. Une technique d'appoximants de Padé est utilisée pour faire une interpolation précise des résultats Monte Carlo récents (para- et-ferro-) de Ceperley et Aider dans l'intervalle important de densités pour les atomes, les molécules et les métaux. Ces résultats peuvent être combinés avec la dépendance de spin RPA de façon à donner une énergie de corrélation pour un gaz homogène d'électrons avec polarisation du spin dont l...","1980-08-01","2014-02-10 13:45:11","2014-02-10 13:45:11","2014-02-10 13:45:11","1200-1211","","8","58","","Can. J. Phys.","Accurate spin-dependent electron liquid correlation energies for local spin density calculations","","","","","","","","","","","","NRC Research Press","","","","C:\Users\p46946\Zotero\storage\395J649Z\p80-159.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
